age,gender,education,occupation,location,workHours,experience,salary
48,Female,M.Tech,Product Manager,Chennai,49,26,67.8
32,Male,B.Sc IT,Frontend Developer,Hyderabad,53,10,28.9
28,Female,B.E,Security Engineer,Pune,40,6,21.8
25,Female,M.Tech,Fullstack Developer,Pune,51,3,13.7
24,Male,BCA,Product Manager,Pune,52,2,10.1
24,Male,MCA,Backend Developer,Hyderabad,53,2,12.6
49,Female,PhD,Software Engineer,Chennai,42,27,75.2
32,Male,M.Tech,Product Manager,Kolkata,51,10,36.4
36,Male,MBA,QA Engineer,Gurugram,39,14,36.8
48,Male,BCA,QA Engineer,Hyderabad,39,26,70.4
25,Female,PhD,QA Engineer,Kolkata,36,3,18.8
41,Male,PhD,Data Scientist,Noida,50,19,74.9
23,Male,BCA,Cloud Architect,Noida,48,1,22.1
26,Male,PhD,Backend Developer,Noida,37,4,23.7
24,Female,B.Sc IT,Fullstack Developer,Hyderabad,43,2,10
32,Male,BCA,Backend Developer,Pune,43,10,27.3
38,Female,PhD,Frontend Developer,Mumbai,44,16,48.4
45,Male,M.Tech,Product Manager,Pune,50,23,66.5
39,Male,M.Tech,Product Manager,Pune,52,17,54.3
34,Male,B.E,Frontend Developer,Chennai,50,12,33.7
33,Male,B.Sc IT,Fullstack Developer,Bengaluru,36,11,38.1
50,Female,M.Tech,Software Engineer,Gurugram,47,28,69.3
24,Female,MBA,Product Manager,Bengaluru,45,2,16
33,Male,MBA,Cloud Architect,Bengaluru,41,11,55.6
30,Female,PhD,Engineering Manager,Mumbai,45,8,42
33,Male,MCA,Engineering Manager,Hyderabad,48,11,53
38,Male,MCA,Backend Developer,Bengaluru,47,16,47.7
22,Female,M.Tech,DevOps Engineer,Chennai,46,0,6.2
24,Female,PhD,Security Engineer,Gurugram,43,2,20.6
42,Female,MCA,Frontend Developer,Gurugram,45,20,47.5
28,Male,MBA,Engineering Manager,Pune,35,6,40.8
25,Female,B.E,Engineering Manager,Kolkata,54,3,22.1
27,Male,BCA,Engineering Manager,Gurugram,42,5,35.4
38,Female,M.Tech,QA Engineer,Chennai,36,16,47.6
34,Male,M.Tech,Software Engineer,Mumbai,54,12,44.6
21,Male,B.E,Security Engineer,Mumbai,43,0,14.8
27,Female,M.Tech,Backend Developer,Mumbai,47,5,20.9
22,Female,M.Tech,Backend Developer,Gurugram,47,0,6.9
31,Male,M.Tech,Fullstack Developer,Hyderabad,52,9,32.7
22,Male,B.E,Software Engineer,Mumbai,43,0,8.7
45,Male,BCA,Software Engineer,Hyderabad,42,23,70.4
31,Male,PhD,Data Scientist,Chennai,52,9,46.5
22,Male,B.Sc IT,Cloud Architect,Mumbai,50,0,25.1
30,Male,MBA,Backend Developer,Kolkata,48,8,29.9
26,Male,M.Tech,Product Manager,Chennai,54,4,17.2
26,Male,PhD,Frontend Developer,Noida,51,4,17.9
21,Male,B.Sc IT,Data Scientist,Hyderabad,49,0,14.7
42,Male,B.Sc IT,Fullstack Developer,Noida,43,20,52.8
39,Male,PhD,Security Engineer,Kolkata,48,17,61.9
43,Male,B.Sc IT,Engineering Manager,Chennai,47,21,77.3
40,Male,B.Sc IT,Security Engineer,Hyderabad,47,18,57.2
35,Female,MCA,Security Engineer,Hyderabad,44,13,49
47,Female,MCA,Product Manager,Gurugram,54,25,68.2
40,Male,B.Tech,Fullstack Developer,Gurugram,45,18,50.3
28,Female,B.E,Cloud Architect,Gurugram,54,6,30
23,Female,M.Tech,DevOps Engineer,Bengaluru,51,1,13.4
47,Female,MBA,Backend Developer,Noida,35,25,56.8
40,Male,B.E,Backend Developer,Noida,54,18,54
43,Female,MCA,Backend Developer,Noida,43,21,50.6
33,Male,BCA,Frontend Developer,Noida,42,11,28.9
46,Male,B.Tech,Cloud Architect,Kolkata,54,24,86.8
47,Female,BCA,Software Engineer,Noida,36,25,52
49,Male,PhD,Security Engineer,Mumbai,53,27,93
48,Female,B.E,Security Engineer,Mumbai,39,26,80
30,Male,B.Sc IT,Data Scientist,Noida,53,8,33.8
39,Male,BCA,QA Engineer,Hyderabad,49,17,55.4
22,Male,B.E,QA Engineer,Chennai,50,0,3.8
43,Female,B.Sc IT,Security Engineer,Kolkata,54,21,62.8
21,Male,B.Sc IT,Engineering Manager,Hyderabad,35,0,19.8
47,Male,B.Sc IT,Backend Developer,Bengaluru,48,25,73.5
31,Male,B.Sc IT,Security Engineer,Pune,52,9,38.8
23,Male,B.Sc IT,Security Engineer,Bengaluru,47,1,17.4
37,Male,MCA,Cloud Architect,Chennai,45,15,53.7
30,Male,M.Tech,Cloud Architect,Chennai,44,8,42.8
22,Male,B.Tech,DevOps Engineer,Hyderabad,40,0,7.4
28,Male,B.Sc IT,Engineering Manager,Noida,48,6,37.9
22,Female,B.E,Data Scientist,Bengaluru,39,0,12.6
48,Male,PhD,Frontend Developer,Mumbai,46,26,80.4
44,Male,BCA,Engineering Manager,Noida,45,22,64.7
45,Male,MBA,Software Engineer,Gurugram,54,23,71.8
22,Male,B.Sc IT,Security Engineer,Noida,52,0,11.8
39,Female,M.Tech,Cloud Architect,Chennai,40,17,51
27,Male,MBA,Software Engineer,Hyderabad,54,5,24.8
33,Female,PhD,Fullstack Developer,Chennai,46,11,37.6
42,Male,B.Tech,Data Scientist,Chennai,36,20,60
25,Female,PhD,Engineering Manager,Bengaluru,35,3,33.1
41,Male,B.E,QA Engineer,Gurugram,35,19,45.2
21,Male,B.Sc IT,QA Engineer,Bengaluru,52,0,8.1
24,Male,PhD,Security Engineer,Kolkata,54,2,22.6
31,Female,B.Tech,Cloud Architect,Chennai,51,9,41.7
37,Male,BCA,Security Engineer,Bengaluru,40,15,58.5
24,Female,B.E,Fullstack Developer,Chennai,35,2,7.6
42,Male,M.Tech,Engineering Manager,Kolkata,40,20,65.1
45,Male,B.E,Engineering Manager,Chennai,51,23,79.5
33,Male,B.Sc IT,Fullstack Developer,Gurugram,42,11,31.1
47,Female,MBA,Cloud Architect,Kolkata,35,25,69.5
42,Female,MCA,Engineering Manager,Noida,44,20,60.9
50,Male,B.E,Software Engineer,Kolkata,54,28,82.7
47,Female,BCA,Software Engineer,Mumbai,54,25,60.4
49,Male,B.E,Cloud Architect,Bengaluru,50,27,98.8
32,Male,MBA,Security Engineer,Noida,40,10,38.6
24,Female,B.E,Data Scientist,Gurugram,50,2,16.5
33,Female,PhD,Engineering Manager,Hyderabad,41,11,47.4
45,Male,MCA,Product Manager,Gurugram,36,23,56.2
31,Male,PhD,DevOps Engineer,Mumbai,44,9,36.5
32,Male,MCA,DevOps Engineer,Bengaluru,45,10,30.3
28,Male,BCA,Product Manager,Kolkata,37,6,20.1
38,Male,B.E,Frontend Developer,Kolkata,38,16,41.9
38,Male,MCA,Product Manager,Kolkata,37,16,49.8
28,Male,MCA,Software Engineer,Chennai,37,6,16.8
23,Female,PhD,Software Engineer,Mumbai,40,1,16.5
34,Female,B.Tech,Cloud Architect,Kolkata,42,12,50
44,Male,B.E,Engineering Manager,Mumbai,35,22,86.3
38,Male,MCA,QA Engineer,Hyderabad,40,16,41
32,Female,MCA,Frontend Developer,Mumbai,36,10,29.8
34,Male,MCA,Software Engineer,Mumbai,43,12,42.6
48,Female,BCA,Fullstack Developer,Chennai,43,26,57.6
33,Male,B.E,Security Engineer,Bengaluru,39,11,39.5
47,Female,B.Tech,QA Engineer,Hyderabad,35,25,65.4
24,Female,MCA,Fullstack Developer,Kolkata,38,2,8.9
28,Male,B.E,DevOps Engineer,Mumbai,46,6,20.2
22,Female,MCA,Security Engineer,Bengaluru,42,0,12.5
44,Female,B.Tech,Product Manager,Pune,47,22,54.8
28,Male,B.Sc IT,Fullstack Developer,Pune,37,6,18.9
45,Male,MBA,Product Manager,Pune,36,23,58.4
47,Female,PhD,DevOps Engineer,Kolkata,43,25,59.7
49,Male,MBA,Data Scientist,Kolkata,48,27,76.6
32,Male,B.E,QA Engineer,Mumbai,48,10,35.6
50,Female,B.Sc IT,Software Engineer,Mumbai,38,28,72
33,Male,BCA,Cloud Architect,Gurugram,51,11,51.1
47,Female,MBA,DevOps Engineer,Hyderabad,42,25,59.4
21,Male,PhD,Data Scientist,Gurugram,35,0,19.3
40,Female,B.E,Software Engineer,Gurugram,49,18,37.5
34,Female,PhD,DevOps Engineer,Mumbai,38,12,44.9
43,Female,M.Tech,DevOps Engineer,Pune,41,21,57.2
48,Male,B.Sc IT,QA Engineer,Hyderabad,48,26,76
24,Male,MBA,Cloud Architect,Hyderabad,53,2,30.6
34,Female,B.Sc IT,Security Engineer,Pune,47,12,33.8
43,Female,BCA,Product Manager,Kolkata,43,21,44.7
40,Female,B.Sc IT,Fullstack Developer,Chennai,37,18,47.2
43,Female,M.Tech,DevOps Engineer,Noida,42,21,54.5
41,Female,B.Sc IT,Backend Developer,Pune,44,19,50.2
37,Male,B.E,DevOps Engineer,Pune,45,15,45
34,Male,PhD,Data Scientist,Chennai,40,12,41.8
36,Male,M.Tech,Fullstack Developer,Bengaluru,46,14,47
25,Male,B.Tech,Fullstack Developer,Mumbai,50,3,14
49,Female,PhD,Fullstack Developer,Kolkata,51,27,74
47,Female,B.E,Software Engineer,Pune,51,25,60.9
30,Female,M.Tech,Engineering Manager,Chennai,39,8,32.2
37,Male,M.Tech,Cloud Architect,Kolkata,38,15,62.4
23,Male,BCA,Engineering Manager,Mumbai,44,1,22.5
29,Female,B.E,Backend Developer,Gurugram,46,7,18.6
47,Male,B.Tech,Security Engineer,Mumbai,45,25,68.6
48,Male,BCA,Cloud Architect,Mumbai,49,26,85
34,Female,MCA,Backend Developer,Mumbai,40,12,29.6
33,Male,B.Tech,Product Manager,Kolkata,43,11,34.1
42,Female,B.E,Security Engineer,Pune,54,20,47.6
50,Male,BCA,DevOps Engineer,Noida,49,28,75.7
22,Female,B.E,Security Engineer,Hyderabad,54,0,15.7
24,Male,MBA,Cloud Architect,Hyderabad,45,2,27.5
36,Female,M.Tech,Security Engineer,Kolkata,45,14,41.2
37,Female,B.Tech,Security Engineer,Gurugram,54,15,43.6
35,Female,PhD,QA Engineer,Chennai,46,13,37
42,Female,B.Tech,Software Engineer,Hyderabad,37,20,49.6
23,Male,PhD,Engineering Manager,Gurugram,44,1,32.8
47,Male,B.E,Security Engineer,Pune,40,25,82.1
36,Female,MCA,QA Engineer,Mumbai,39,14,37.1
48,Male,MBA,Engineering Manager,Kolkata,51,26,74.7
42,Female,B.Tech,Backend Developer,Noida,43,20,47.6
48,Male,B.Sc IT,QA Engineer,Noida,39,26,60.8
26,Female,B.E,Cloud Architect,Chennai,41,4,22.6
34,Female,M.Tech,Product Manager,Hyderabad,40,12,31.4
34,Male,MCA,Data Scientist,Chennai,43,12,44.8
37,Female,MBA,Data Scientist,Kolkata,38,15,44.1
28,Male,B.Sc IT,Cloud Architect,Hyderabad,48,6,32.9
30,Male,B.Tech,Software Engineer,Pune,48,8,27.5
50,Male,B.Sc IT,Product Manager,Chennai,44,28,72.5
25,Female,MCA,Frontend Developer,Mumbai,54,3,12.9
30,Male,B.E,Engineering Manager,Pune,35,8,34.8
21,Female,B.Sc IT,Security Engineer,Kolkata,43,0,12.3
43,Male,MCA,Cloud Architect,Mumbai,48,21,83.9
25,Male,MCA,Product Manager,Hyderabad,39,3,13.4
31,Male,B.Sc IT,Software Engineer,Gurugram,49,9,27.7
27,Female,B.E,QA Engineer,Kolkata,38,5,14.3
41,Female,BCA,Frontend Developer,Pune,35,19,47.8
24,Male,PhD,Product Manager,Bengaluru,46,2,18.2
26,Male,B.E,QA Engineer,Pune,50,4,14.2
37,Male,B.Tech,Engineering Manager,Noida,50,15,56.2
42,Male,PhD,Cloud Architect,Gurugram,51,20,85.2
47,Male,PhD,Fullstack Developer,Bengaluru,40,25,71.7
22,Male,MCA,Frontend Developer,Mumbai,48,0,7.9
50,Female,MBA,DevOps Engineer,Hyderabad,36,28,73.2
50,Male,M.Tech,Cloud Architect,Bengaluru,54,28,109.1
44,Female,B.Sc IT,Fullstack Developer,Chennai,38,22,45.4
40,Female,MCA,Engineering Manager,Gurugram,39,18,60.3
22,Male,MCA,Backend Developer,Chennai,38,0,3.9
45,Female,BCA,Fullstack Developer,Kolkata,51,23,63
32,Female,M.Tech,Backend Developer,Bengaluru,51,10,36.3
38,Female,B.E,Software Engineer,Mumbai,53,16,47.5
40,Male,B.Tech,Cloud Architect,Hyderabad,40,18,61.7
33,Male,PhD,DevOps Engineer,Noida,52,11,42.9
47,Male,M.Tech,DevOps Engineer,Kolkata,42,25,69.6
31,Male,M.Tech,Security Engineer,Gurugram,45,9,40.9
28,Male,B.Tech,Frontend Developer,Chennai,44,6,21.1
28,Male,MBA,Software Engineer,Noida,36,6,19.2
29,Female,PhD,Software Engineer,Bengaluru,52,7,28.2
43,Female,M.Tech,Security Engineer,Bengaluru,37,21,71.1
36,Male,PhD,Security Engineer,Hyderabad,37,14,65.8
49,Male,M.Tech,Data Scientist,Chennai,42,27,92.1
31,Female,MBA,Engineering Manager,Hyderabad,41,9,48.3
42,Male,M.Tech,DevOps Engineer,Pune,53,20,59.8
35,Female,B.Sc IT,DevOps Engineer,Hyderabad,49,13,36.8
41,Male,MCA,Data Scientist,Hyderabad,38,19,57.2
30,Male,M.Tech,DevOps Engineer,Kolkata,38,8,28.2
26,Male,MCA,Data Scientist,Noida,37,4,21.9
41,Female,BCA,Product Manager,Bengaluru,39,19,50.4
23,Female,B.Tech,Engineering Manager,Pune,45,1,18.8
30,Female,MCA,Engineering Manager,Mumbai,38,8,41.4
41,Male,B.Sc IT,Data Scientist,Bengaluru,47,19,70.1
34,Male,B.Tech,DevOps Engineer,Noida,53,12,30.4
32,Male,B.Tech,DevOps Engineer,Gurugram,50,10,27.8
46,Male,MBA,Security Engineer,Hyderabad,41,24,81.3
35,Female,PhD,Engineering Manager,Noida,44,13,59.9
25,Male,BCA,Product Manager,Chennai,52,3,12.7
30,Male,PhD,DevOps Engineer,Kolkata,48,8,33.8
21,Male,MBA,Security Engineer,Noida,46,0,17
36,Male,BCA,Security Engineer,Chennai,48,14,48.9
43,Male,B.Sc IT,Data Scientist,Chennai,41,21,73.1
32,Female,B.E,Security Engineer,Kolkata,45,10,28.4
27,Male,BCA,DevOps Engineer,Pune,50,5,15.8
31,Female,B.Tech,Security Engineer,Hyderabad,40,9,34.1
26,Male,M.Tech,Software Engineer,Bengaluru,49,4,20.6
41,Female,B.E,DevOps Engineer,Pune,51,19,41.4
41,Male,MBA,DevOps Engineer,Gurugram,35,19,62.1
41,Male,B.E,Product Manager,Hyderabad,39,19,48.2
24,Male,M.Tech,QA Engineer,Noida,54,2,11.8
45,Male,B.Sc IT,Fullstack Developer,Bengaluru,41,23,72.8
34,Female,BCA,Frontend Developer,Gurugram,50,12,32.2
37,Male,MBA,Product Manager,Gurugram,40,15,42.7
43,Male,BCA,Software Engineer,Bengaluru,53,21,57
22,Male,M.Tech,Frontend Developer,Bengaluru,50,0,11.3
39,Male,B.E,Frontend Developer,Kolkata,45,17,44.1
27,Male,BCA,Backend Developer,Hyderabad,39,5,22.2
49,Male,MCA,Software Engineer,Bengaluru,45,27,80
40,Female,M.Tech,Data Scientist,Gurugram,41,18,48.5
34,Male,MBA,Security Engineer,Noida,40,12,39.1
48,Male,MBA,Product Manager,Chennai,38,26,80.1
46,Male,M.Tech,Engineering Manager,Bengaluru,38,24,79.5
21,Female,MCA,Frontend Developer,Bengaluru,42,0,7.1
42,Male,M.Tech,Product Manager,Gurugram,51,20,52
34,Male,PhD,Product Manager,Kolkata,43,12,36.9
21,Female,B.E,Frontend Developer,Mumbai,49,0,6.7
40,Male,MBA,Frontend Developer,Hyderabad,48,18,47.7
36,Male,B.E,Security Engineer,Pune,43,14,41.9
40,Female,B.E,Software Engineer,Pune,45,18,48
47,Male,M.Tech,Backend Developer,Kolkata,39,25,60
50,Male,BCA,Product Manager,Mumbai,41,28,76.8
50,Female,BCA,Engineering Manager,Bengaluru,44,28,73.7
31,Male,PhD,Cloud Architect,Pune,36,9,49.1
21,Female,B.E,DevOps Engineer,Chennai,42,0,3.8
44,Female,BCA,Cloud Architect,Pune,52,22,74
26,Female,M.Tech,Frontend Developer,Mumbai,38,4,19.7
29,Female,MBA,QA Engineer,Chennai,53,7,19.3
41,Male,B.Sc IT,Security Engineer,Kolkata,54,19,63.1
50,Female,MBA,Backend Developer,Mumbai,47,28,77.3
27,Female,BCA,Fullstack Developer,Gurugram,49,5,13.1
43,Female,MBA,Data Scientist,Bengaluru,45,21,73.4
24,Female,B.E,Backend Developer,Kolkata,43,2,8.7
44,Male,B.E,Fullstack Developer,Mumbai,42,22,58
21,Female,B.Tech,DevOps Engineer,Mumbai,54,0,7.6
34,Male,M.Tech,DevOps Engineer,Mumbai,50,12,44.7
39,Male,B.Sc IT,Cloud Architect,Gurugram,48,17,61.8
26,Female,B.E,Frontend Developer,Mumbai,35,4,16.1
45,Male,B.Sc IT,Backend Developer,Mumbai,47,23,74.1
38,Male,B.Sc IT,Security Engineer,Pune,37,16,58.6
25,Male,B.E,Software Engineer,Noida,47,3,10.7
40,Male,BCA,Product Manager,Gurugram,53,18,51.5
50,Male,B.Tech,Frontend Developer,Kolkata,44,28,66.7
45,Female,B.Tech,Backend Developer,Noida,51,23,54.7
30,Male,MCA,Cloud Architect,Gurugram,41,8,35.5
41,Female,MBA,Security Engineer,Bengaluru,38,19,67
31,Male,B.Tech,Security Engineer,Hyderabad,39,9,36
35,Male,BCA,QA Engineer,Kolkata,43,13,36.4
29,Female,B.Sc IT,Engineering Manager,Hyderabad,53,7,33.1
29,Male,B.E,Engineering Manager,Gurugram,36,7,32.4
27,Female,PhD,Fullstack Developer,Hyderabad,40,5,24
26,Male,MBA,Fullstack Developer,Kolkata,48,4,15.7
33,Male,BCA,QA Engineer,Pune,54,11,29.9
49,Female,PhD,Product Manager,Kolkata,46,27,72.5
29,Female,B.Tech,Frontend Developer,Mumbai,37,7,25.4
45,Male,BCA,QA Engineer,Pune,37,23,70.6
47,Female,B.Sc IT,Backend Developer,Bengaluru,45,25,57.3
45,Male,B.E,Engineering Manager,Gurugram,53,23,70.5
47,Male,MCA,Engineering Manager,Hyderabad,49,25,96.2
38,Male,BCA,Backend Developer,Pune,54,16,41.9
39,Male,B.E,Backend Developer,Hyderabad,48,17,48.6
45,Male,B.Tech,Cloud Architect,Noida,53,23,81.9
44,Female,BCA,Fullstack Developer,Kolkata,36,22,58.9
38,Female,MBA,DevOps Engineer,Pune,53,16,40.1
24,Male,B.E,Data Scientist,Hyderabad,36,2,20.9
47,Male,PhD,Frontend Developer,Bengaluru,46,25,73
27,Male,M.Tech,Backend Developer,Mumbai,41,5,25.3
31,Male,PhD,Data Scientist,Noida,51,9,40
28,Male,MBA,Engineering Manager,Mumbai,39,6,41.1
25,Male,B.Sc IT,Software Engineer,Hyderabad,45,3,15.8
22,Female,BCA,Product Manager,Chennai,53,0,3.4
34,Male,B.Tech,Security Engineer,Noida,43,12,40.6
22,Male,M.Tech,Security Engineer,Chennai,54,0,15.4
26,Male,BCA,Security Engineer,Pune,35,4,23.3
50,Female,BCA,Security Engineer,Mumbai,54,28,81.6
45,Male,B.Tech,Software Engineer,Chennai,41,23,64.3
31,Female,MCA,QA Engineer,Gurugram,47,9,24.4
44,Male,B.E,DevOps Engineer,Hyderabad,38,22,65.8
35,Female,MCA,Fullstack Developer,Kolkata,48,13,32.8
33,Male,BCA,Cloud Architect,Gurugram,41,11,44.7
31,Female,B.Tech,Data Scientist,Chennai,44,9,33.6
36,Male,MBA,Product Manager,Chennai,40,14,43.2
24,Male,B.Sc IT,QA Engineer,Noida,45,2,8.1
40,Female,MCA,QA Engineer,Noida,48,18,41.1
44,Female,BCA,Data Scientist,Gurugram,44,22,69.2
42,Female,B.Tech,Product Manager,Kolkata,52,20,55.6
43,Male,B.Tech,DevOps Engineer,Bengaluru,51,21,63.1
41,Male,B.E,Cloud Architect,Kolkata,54,19,69.1
37,Male,BCA,QA Engineer,Hyderabad,40,15,48.7
23,Male,MCA,Engineering Manager,Chennai,43,1,24.2
24,Female,MCA,Engineering Manager,Noida,36,2,19.4
30,Male,MCA,QA Engineer,Gurugram,42,8,23.4
42,Male,MBA,Engineering Manager,Noida,44,20,77.7
31,Female,BCA,Frontend Developer,Hyderabad,43,9,28.8
38,Male,MCA,Product Manager,Gurugram,36,16,37.6
22,Female,PhD,Backend Developer,Bengaluru,42,0,14.8
35,Male,PhD,Fullstack Developer,Kolkata,49,13,49.4
29,Male,MCA,Data Scientist,Hyderabad,39,7,38.3
29,Male,PhD,Engineering Manager,Hyderabad,41,7,44.7
40,Male,B.Tech,Product Manager,Pune,43,18,53.1
34,Male,B.Sc IT,Frontend Developer,Noida,50,12,32.5
50,Male,MCA,Cloud Architect,Mumbai,40,28,97.6
29,Male,MCA,DevOps Engineer,Gurugram,50,7,23.1
30,Female,B.Sc IT,DevOps Engineer,Mumbai,47,8,26.2
30,Male,B.Sc IT,Engineering Manager,Bengaluru,52,8,40.5
48,Male,MCA,Product Manager,Mumbai,47,26,69.8
29,Female,B.E,QA Engineer,Mumbai,41,7,25.8
45,Male,B.Tech,Backend Developer,Chennai,36,23,61.4
39,Male,B.E,DevOps Engineer,Chennai,36,17,52.4
25,Female,B.Tech,QA Engineer,Pune,46,3,10
50,Male,B.E,Engineering Manager,Bengaluru,44,28,102
48,Male,B.Tech,Fullstack Developer,Gurugram,50,26,76.1
42,Female,BCA,Data Scientist,Mumbai,53,20,60.2
23,Male,B.Tech,Data Scientist,Kolkata,52,1,16.6
50,Female,B.Sc IT,Product Manager,Noida,47,28,63.3
26,Female,M.Tech,Product Manager,Gurugram,50,4,17.5
21,Female,MCA,Security Engineer,Noida,46,0,12.2
40,Male,M.Tech,DevOps Engineer,Noida,37,18,58.4
33,Male,B.Tech,QA Engineer,Gurugram,38,11,32
38,Male,B.E,QA Engineer,Chennai,40,16,43.4
28,Male,B.Tech,Frontend Developer,Bengaluru,44,6,24.8
24,Female,B.Tech,Data Scientist,Gurugram,54,2,15.2
24,Female,B.Tech,Backend Developer,Kolkata,49,2,7.7
44,Male,PhD,Cloud Architect,Pune,51,22,91.1
37,Male,B.E,Frontend Developer,Noida,50,15,41.8
40,Male,MCA,Data Scientist,Mumbai,43,18,55.5
50,Female,M.Tech,Data Scientist,Pune,35,28,77.1
39,Male,MBA,DevOps Engineer,Noida,50,17,50.3
22,Male,M.Tech,Product Manager,Gurugram,51,0,7.5
23,Male,BCA,Security Engineer,Pune,44,1,15.4
27,Male,B.Sc IT,Data Scientist,Hyderabad,45,5,30.7
47,Female,B.Tech,Engineering Manager,Chennai,45,25,73.9
49,Female,MBA,Software Engineer,Pune,47,27,66.3
24,Female,BCA,Software Engineer,Mumbai,41,2,13.1
25,Male,B.Tech,Engineering Manager,Gurugram,38,3,30.2
46,Male,MBA,Frontend Developer,Noida,36,24,70.6
35,Male,B.Sc IT,Cloud Architect,Mumbai,40,13,58.3
34,Female,M.Tech,Frontend Developer,Kolkata,42,12,37.2
26,Male,PhD,Fullstack Developer,Hyderabad,43,4,27.4
50,Male,MBA,Data Scientist,Mumbai,39,28,97.7
44,Female,BCA,Backend Developer,Kolkata,35,22,53.1
31,Male,MCA,Software Engineer,Mumbai,42,9,32.9
24,Male,B.Sc IT,QA Engineer,Hyderabad,49,2,14.5
33,Male,BCA,Software Engineer,Bengaluru,48,11,31.4
23,Female,PhD,Software Engineer,Chennai,50,1,12.2
24,Male,B.E,Security Engineer,Mumbai,52,2,19.6
27,Male,B.Sc IT,Engineering Manager,Pune,40,5,32.9
36,Female,MBA,QA Engineer,Bengaluru,40,14,42.6
50,Female,BCA,Data Scientist,Noida,48,28,68.1
36,Male,MBA,Security Engineer,Mumbai,37,14,52.1
24,Male,B.Sc IT,Engineering Manager,Chennai,43,2,20.6
44,Female,B.E,Product Manager,Noida,36,22,48.4
38,Female,PhD,Software Engineer,Noida,43,16,42.1
23,Male,BCA,Fullstack Developer,Bengaluru,52,1,10.5
31,Female,PhD,Fullstack Developer,Pune,37,9,26.7
36,Male,MBA,Frontend Developer,Kolkata,41,14,46.2
43,Female,M.Tech,Data Scientist,Pune,53,21,64.5
46,Female,B.E,QA Engineer,Noida,48,24,51.6
38,Male,MCA,Frontend Developer,Noida,51,16,45.3
32,Female,BCA,Product Manager,Kolkata,36,10,28
25,Male,MCA,Data Scientist,Pune,43,3,18.8
23,Female,BCA,Fullstack Developer,Mumbai,42,1,8.8
37,Female,BCA,DevOps Engineer,Gurugram,49,15,34.5
35,Female,PhD,Fullstack Developer,Pune,37,13,41.5
29,Male,M.Tech,DevOps Engineer,Mumbai,46,7,25.3
30,Female,BCA,QA Engineer,Gurugram,50,8,19.1
34,Female,BCA,Security Engineer,Chennai,44,12,38.4
39,Female,MCA,Engineering Manager,Noida,41,17,54.7
33,Female,M.Tech,Cloud Architect,Bengaluru,41,11,42.4
31,Male,B.Tech,DevOps Engineer,Hyderabad,51,9,26.4
33,Male,BCA,QA Engineer,Gurugram,51,11,34.1
29,Male,M.Tech,Product Manager,Pune,46,7,22.3
39,Male,MCA,Security Engineer,Hyderabad,54,17,58.7
43,Female,MBA,Fullstack Developer,Mumbai,52,21,63.1
46,Female,B.Tech,Software Engineer,Kolkata,39,24,54.2
50,Male,B.Sc IT,Engineering Manager,Mumbai,47,28,98.4
36,Female,M.Tech,Security Engineer,Gurugram,36,14,48.8
32,Female,MCA,Fullstack Developer,Gurugram,35,10,26.4
32,Male,B.Tech,Product Manager,Noida,51,10,30.9
43,Male,B.Sc IT,Backend Developer,Chennai,52,21,54.8
26,Male,PhD,Engineering Manager,Pune,36,4,30.7
49,Female,B.Tech,DevOps Engineer,Hyderabad,44,27,63.3
43,Male,PhD,Fullstack Developer,Pune,49,21,58
36,Male,B.E,Fullstack Developer,Kolkata,45,14,41.5
49,Male,MBA,Product Manager,Bengaluru,44,27,87.5
39,Male,PhD,Product Manager,Chennai,36,17,48.3
44,Male,M.Tech,Cloud Architect,Mumbai,40,22,70.6
30,Male,MCA,Frontend Developer,Chennai,37,8,21.1
35,Male,B.Sc IT,QA Engineer,Hyderabad,41,13,43.3
40,Male,B.E,Frontend Developer,Noida,36,18,48
49,Male,M.Tech,Security Engineer,Hyderabad,38,27,75.5
47,Female,PhD,Engineering Manager,Gurugram,37,25,82.2
40,Male,BCA,Data Scientist,Mumbai,43,18,59.7
37,Male,PhD,Cloud Architect,Gurugram,52,15,72.9
38,Female,MCA,Backend Developer,Kolkata,47,16,44.3
31,Male,BCA,Security Engineer,Hyderabad,46,9,41.2
42,Female,BCA,Software Engineer,Bengaluru,40,20,57.7
23,Male,BCA,Engineering Manager,Mumbai,52,1,26
34,Female,BCA,Data Scientist,Bengaluru,47,12,45.9
22,Male,MBA,Security Engineer,Pune,50,0,13.6
37,Male,B.Tech,Fullstack Developer,Bengaluru,50,15,41
26,Male,PhD,DevOps Engineer,Hyderabad,35,4,23.4
22,Female,MBA,QA Engineer,Chennai,38,0,7.2
41,Male,PhD,Cloud Architect,Kolkata,50,19,64.3
21,Male,MCA,Cloud Architect,Pune,53,0,19.5
48,Female,MCA,Fullstack Developer,Pune,50,26,53.9
43,Female,B.Tech,Product Manager,Kolkata,38,21,48.1
36,Female,PhD,Software Engineer,Kolkata,44,14,47.2
37,Female,M.Tech,Frontend Developer,Gurugram,44,15,39.4
29,Male,MBA,Data Scientist,Pune,43,7,33.2
29,Male,B.Sc IT,QA Engineer,Hyderabad,42,7,27.2
25,Female,PhD,Product Manager,Pune,54,3,14.9
40,Female,BCA,Software Engineer,Mumbai,36,18,54
43,Male,PhD,Engineering Manager,Chennai,45,21,67.5
48,Male,M.Tech,Security Engineer,Pune,53,26,73.7
41,Male,B.E,Frontend Developer,Pune,38,19,52.6
